City,Lat,Long,Min_Temp,Max_Temp,Min_Rain,Max_Rain,Min_Humid,Max_Humid,Temp_Trend,Climate
Phootown,15,38,43,71,5,22,20,31,0,3
Seasadpolis,10,37,63,87,25,44,29,48,0,4
Shoipolis,100,32,33,38,9,11,35,63,0,4
Lienuptown,35,72,45,75,24,47,30,64,1,2
Osta City,33,94,61,95,22,46,50,61,0,2
Queaville,88,49,19,36,15,22,50,71,0,4
Toultown,47,78,6,12,20,42,2,31,0,4
Ithudberg,12,20,9,20,15,17,4,66,1,2
Suchampolis,8,90,80,95,2,22,41,83,1,0
Yearejtown,48,44,17,34,22,33,17,90,0,0
Ochirpolis,30,14,52,72,12,15,32,72,1,2
Sheantown,66,87,23,27,1,4,4,100,0,2
Mooyom City,47,99,21,34,10,26,18,56,0,0
Espopolis,56,51,24,30,14,22,54,81,0,0
Esti City,25,96,9,16,6,21,9,22,0,2
Cheeville,15,10,79,95,21,29,31,96,1,4
Uthuville,18,75,82,91,16,41,29,83,1,3
Igha City,43,93,20,41,7,16,35,95,1,0
Spoiville,8,47,27,48,8,30,0,51,0,0
Smuchtown,97,17,77,86,25,28,32,89,0,2
Loost City,81,21,77,102,22,36,51,62,1,2
Ostutown,33,20,37,56,29,31,47,67,1,2
Sathberg,12,47,66,88,8,19,12,18,0,2
Bochville,49,6,74,108,20,35,43,73,0,0
Ephiltown,26,78,5,16,27,43,15,93,1,4
Heehil City,10,1,3,20,26,43,42,85,1,1
Sohinville,61,26,64,99,0,8,8,49,1,3
Thoitown,26,71,23,34,11,26,3,95,1,1
Forakberg,20,80,38,63,8,20,52,63,1,1
Gosppolis,4,16,0,26,14,17,0,19,0,0
Goabecpolis,51,82,52,64,0,14,47,77,0,1
Quoshpolis,72,1,24,58,15,38,22,72,0,4
Coug City,41,85,55,74,26,28,24,26,0,4
Ghoiptown,26,80,36,45,0,2,33,79,1,0
Seethpolis,64,64,24,35,21,28,13,49,0,0
Boqutown,28,95,33,50,16,32,11,72,0,1
Theepolis,37,21,73,84,5,16,7,73,0,2
Geaghpolis,72,90,15,18,1,9,34,56,0,3
Daitown,52,71,52,54,5,22,15,61,0,2
Mishihtown,56,41,45,65,21,43,19,60,1,2
Woodberg,50,36,43,69,1,15,5,23,1,2
Seepolis,60,18,7,10,9,32,38,91,1,3
Mostiwpolis,92,10,38,58,14,31,49,74,0,4
Toghifville,10,3,46,64,22,24,28,97,1,0
Astol City,33,86,41,58,15,35,37,47,1,0
Eghakville,43,47,44,79,23,28,3,37,1,2
Suchiwtown,3,91,80,87,13,36,20,80,1,1
Yiwepberg,23,94,58,77,4,22,13,87,1,4
Espuberg,99,13,78,102,16,33,9,49,0,4
Yush City,100,73,55,67,5,10,2,76,0,1
Ophupolis,9,5,47,76,6,11,36,69,0,3
Nustapberg,81,42,34,64,8,31,25,70,1,0
Quee City,62,83,40,71,26,29,26,58,1,2
Juphopberg,60,32,26,36,11,14,48,79,0,2
Ciesmberg,25,93,41,68,8,12,22,76,0,4
Iquaytown,92,84,81,103,14,16,19,100,1,0
Tashville,39,91,66,93,18,24,29,73,0,4
Wougville,74,2,54,88,0,10,38,90,1,4
Thoaberg,25,86,25,46,14,27,2,11,0,2
Smoug City,22,81,31,48,2,14,19,55,1,1
Chieberg,81,47,37,57,20,25,4,41,0,2
Quieville,30,36,81,101,7,21,24,35,1,3
Ghiemberg,53,64,3,28,19,26,13,34,0,1
Phaquville,7,22,49,58,24,44,4,76,1,4
Calotville,6,37,77,108,0,14,42,84,0,0
Susttown,53,82,69,93,7,18,50,74,0,0
Lochod City,95,21,38,44,25,50,27,73,1,2
Baigarpolis,86,3,36,63,15,39,31,59,1,1
Chai City,29,31,23,25,25,28,34,59,1,1
Roibemville,9,81,56,74,11,16,52,75,0,1
Spoucville,3,77,73,89,22,41,49,58,1,4
Stathtown,88,22,27,52,7,26,16,97,1,3
Buthamberg,100,82,19,32,22,33,27,43,1,0
Routown,21,9,85,88,13,32,8,60,0,2
Coijpolis,55,43,66,85,9,16,9,39,1,0
Bophufpolis,73,93,49,52,24,30,8,55,0,3
Theap City,33,38,68,82,14,23,39,46,0,0
Youberg,9,6,53,82,7,31,40,84,0,0
Queep City,19,9,40,74,0,19,24,94,0,3
Asmaypolis,22,99,76,93,27,31,10,73,1,2
Ghai City,98,6,19,52,18,42,24,31,1,2
Joagtown,98,21,1,36,27,40,52,70,0,0
Yair City,78,20,37,39,20,36,36,85,1,4
Dobacville,24,98,25,41,17,40,5,42,1,3
Dalagtown,68,18,34,49,27,30,31,46,0,2
Boist City,17,49,18,47,18,38,23,34,1,1
Yesheptown,96,46,37,68,0,12,15,26,1,1
Ushebtown,81,89,47,67,12,35,48,78,1,2
Rasppolis,78,68,75,110,1,21,20,93,0,4
Joismpolis,36,45,60,78,0,22,18,53,0,3
Ithimpolis,20,21,67,77,3,19,9,54,0,1
Couc City,80,93,5,11,13,23,1,37,0,2
Ephoberg,65,11,50,74,10,34,55,78,0,1
Smismpolis,51,56,71,88,21,27,46,49,1,1
Lophewpolis,41,55,0,5,8,26,9,67,0,1
Stied City,44,50,38,40,21,23,7,67,1,4
Semedtown,32,29,27,52,8,19,44,56,0,3
Istu City,71,92,76,82,13,17,40,96,1,3
Staghtown,77,34,19,33,26,34,24,31,0,0
Moopolis,79,65,8,29,30,44,24,63,1,1
Sheayville,89,32,75,105,17,19,35,40,0,0
Eghipolis,100,75,37,53,1,12,24,64,0,3
Joadpolis,46,98,81,100,25,33,55,76,1,3
Oshum City,62,67,39,68,7,22,37,63,0,0
Kiquville,30,5,73,77,28,43,41,44,1,3
Thaicpolis,28,76,5,11,2,5,7,100,0,3
Ghouville,93,15,63,83,9,29,37,83,1,3
Guduytown,30,14,5,30,2,18,8,18,0,3
Mashpolis,30,15,5,38,6,10,45,89,1,4
Atha City,1,43,17,29,28,53,1,37,0,2
Ciesp City,42,43,42,48,20,37,0,19,1,0
Aghoc City,80,94,3,26,18,38,0,18,1,0
Dochesberg,54,68,25,60,10,32,42,91,0,3
Haishville,18,91,64,91,20,28,25,76,0,2
Meesmpolis,75,60,50,78,5,30,4,56,1,3
Yaist City,3,87,7,16,8,31,48,56,1,1
Speetown,72,43,81,114,8,24,54,72,0,4
Uquetown,75,20,47,64,14,24,3,60,1,3
Daiwunpolis,27,81,66,76,14,27,45,47,1,2
Ughipolis,93,31,55,69,14,35,7,34,1,2
Koatown,86,83,65,93,4,23,5,57,1,4
Neal City,53,100,6,12,13,28,40,53,0,0
Ushuw City,82,65,38,55,17,35,39,96,0,0
Osmuville,81,79,61,86,12,32,29,40,1,4
Smusttown,95,26,75,104,16,35,20,30,1,0
Foyijville,56,13,0,12,10,25,14,43,0,3
Smoogtown,44,5,33,48,6,24,1,45,1,3
Peachberg,31,57,13,37,18,24,28,35,0,2
Too City,43,21,2,6,8,18,55,78,1,1
Uchelville,72,3,43,72,4,19,36,88,0,0
Spoi City,19,27,55,68,18,28,46,73,1,2
Quuspville,70,76,19,42,20,26,29,31,1,1
Keastville,49,75,44,70,11,26,8,45,1,0
Istepolis,80,73,0,3,10,16,54,66,1,1
Nouyuw City,74,10,8,37,20,32,13,74,1,3
Gouphpolis,23,78,67,91,22,39,12,98,1,0
Shiph City,8,22,40,68,0,18,15,94,1,0
Ethihberg,18,24,11,26,0,2,44,95,1,3
Yootown,9,60,23,48,9,27,30,54,0,3
Lespimtown,6,45,23,45,21,44,48,74,0,2
Caippolis,12,15,33,57,27,47,50,81,0,2
Teeberg,24,76,42,64,30,48,42,62,1,3
Foutown,64,45,14,41,25,33,25,29,0,2
Taikawville,84,94,56,84,28,47,7,21,1,4
Keequberg,96,14,49,72,0,9,12,78,1,2
Choa City,58,98,80,89,27,37,48,63,1,0
Ismuh City,6,55,62,77,12,37,34,73,1,0
Meacohberg,6,10,74,105,6,25,11,62,1,4
Stuthtown,92,100,78,81,12,37,55,84,0,1
Spostpolis,33,30,46,69,25,36,53,86,0,3
Woophville,20,91,50,80,27,47,37,76,1,2
Hiesmberg,32,74,53,72,30,34,35,84,1,1
Thiet City,49,35,14,49,23,25,9,83,0,2
Ospoville,44,72,60,89,6,16,47,100,1,0
Doutville,2,94,14,34,5,10,45,95,0,3
Paisttown,77,33,8,30,29,44,44,84,0,4
Yajimtown,2,13,3,38,27,45,37,58,0,3
Choojville,53,100,62,68,20,29,45,51,1,4
Saipolis,10,30,30,63,3,28,23,97,1,1
Jee City,10,76,50,84,0,10,33,96,0,3
Sastogpolis,21,6,61,70,25,31,49,66,1,0
Keechberg,59,36,62,77,26,46,21,46,1,0
Coquowpolis,35,33,4,15,25,33,44,52,0,4
Raris City,98,87,33,67,10,33,0,38,0,4
Usmijberg,89,8,55,69,12,25,26,73,0,1
Nooyville,46,20,56,70,20,39,20,46,0,3
Oghetown,45,60,11,45,25,41,10,52,0,1
Biwiftown,5,55,33,66,1,17,19,68,1,1
Feanpolis,88,32,44,46,11,20,16,65,0,3
Cochuyville,97,4,65,79,23,42,34,62,0,2
Sosttown,38,43,26,38,24,41,55,60,0,0
Koismville,64,69,71,100,27,51,6,79,0,0
Kighiftown,72,15,69,80,26,44,15,93,1,4
Teph City,82,90,66,89,19,23,54,83,0,3
Feaville,79,15,36,66,9,33,55,78,0,1
Foiberg,74,45,71,92,21,28,20,37,1,2
Wuqu City,27,71,35,66,12,30,47,88,0,2
Hiecusville,93,25,22,29,17,35,19,91,0,2
Asherpolis,44,20,20,29,5,19,37,42,0,1
Soighpolis,69,72,68,70,28,36,53,81,1,1
Shoohberg,64,69,21,30,12,32,3,60,1,3
Uquuberg,89,71,83,112,4,24,53,89,0,3
Wululpolis,80,100,81,89,8,14,50,71,0,4
Phoafville,70,52,1,12,12,36,17,96,1,4
Teayberg,65,27,35,69,14,34,13,84,1,1
Siethtown,98,1,25,29,10,12,54,98,1,1
Gaphpolis,33,35,52,60,11,29,42,100,0,0
Hinulville,26,86,70,72,21,35,41,83,1,2
Soaville,64,29,71,101,11,27,15,43,0,0
Eshepolis,37,37,26,49,1,22,37,83,0,1
Sest City,66,61,52,78,29,40,18,68,0,2
Chaihville,39,71,38,60,11,32,50,97,0,3
Sajadberg,65,89,78,108,6,30,51,59,1,2
Phesppolis,39,68,75,85,5,16,24,64,1,1
Spusttown,1,44,47,66,14,24,15,39,1,2
Hagh City,69,50,41,70,21,33,31,63,1,1
Kurawville,92,51,19,29,9,34,14,41,1,3
Thaihberg,43,31,36,68,14,39,22,100,0,1
Aspapolis,35,99,61,73,16,41,13,27,1,0
Spashville,89,98,42,75,22,47,6,54,0,3
Stuquberg,93,7,65,92,16,20,30,36,0,0
Poay City,34,46,77,94,17,41,16,98,1,4
Yupoy City,9,82,20,28,0,6,8,16,0,3
Phismberg,20,24,25,51,10,23,20,100,1,4
Naidejberg,84,29,54,75,1,13,22,69,1,2
Yeghtown,86,82,66,96,20,29,41,81,0,4
Doipelville,83,11,36,53,25,28,27,91,0,3
Popoltown,29,79,44,63,23,33,18,38,0,2
Doocempolis,24,43,1,6,29,35,12,27,0,3
Maipuyville,66,48,31,36,30,38,11,71,1,4
Phouj City,51,80,35,56,18,28,41,47,0,2
Quieberg,70,22,43,65,0,12,34,55,1,0
Ceesh City,45,29,43,71,13,37,3,37,0,0
Yaspepberg,93,24,81,99,0,17,19,89,0,2
Sooy City,56,17,51,54,18,29,24,84,1,3
Stoi City,47,23,76,84,24,34,23,33,1,2
Wie City,56,53,67,102,19,29,24,57,1,3
Phouberg,18,13,2,33,11,34,30,67,0,4
Moi City,28,86,1,16,1,11,50,73,1,4
Speer City,75,17,5,31,29,49,17,65,1,3
Aphapolis,22,16,0,26,19,36,55,67,1,0
Iphiville,3,100,84,119,1,10,5,91,1,3
Keattown,21,0,15,41,2,19,36,97,0,0
Pheappolis,32,68,82,113,6,28,11,13,1,0
Thistpolis,9,39,68,78,19,35,36,46,1,1
Peawonpolis,73,30,27,59,7,22,1,20,1,3
Ichu City,4,8,78,113,7,29,14,42,0,3
Denusberg,47,45,3,38,6,14,41,87,0,2
Iquihpolis,85,90,43,75,22,33,48,76,1,1
Gasuftown,68,12,60,77,10,30,43,57,1,4
Beshberg,90,58,80,99,24,38,50,100,0,4
Spesmtown,45,15,11,37,29,48,44,76,0,1
Sheaville,39,84,39,70,15,35,36,90,1,4
Ostortown,19,65,35,44,28,36,11,47,0,2
Shait City,85,29,39,66,21,43,36,97,0,2
Quoafpolis,0,33,72,91,8,24,37,46,0,4
Oshaberg,31,74,1,26,14,23,49,99,1,3
Niethberg,33,25,16,18,10,14,36,86,0,2
Bouchville,39,6,60,95,7,16,27,92,1,1
Lophberg,70,91,29,53,2,11,6,10,1,0
Desewtown,1,87,15,24,14,35,17,39,0,2
Dipajtown,73,79,33,46,18,29,46,83,1,2
Chootown,66,29,5,10,22,25,51,87,0,3
Chophpolis,54,15,60,68,5,19,44,57,1,1
Aquaftown,53,39,79,112,29,46,49,77,0,4
Loikir City,7,100,74,108,22,27,12,75,0,4
Ghougville,50,66,67,83,10,19,52,63,1,0
Oghirtown,52,80,52,67,15,27,30,50,1,3
Jaspim City,20,54,26,59,0,22,26,54,1,3
Hophberg,16,18,36,41,14,33,32,96,1,1
Shasm City,70,89,0,22,4,13,42,67,0,2
Stoictown,97,27,70,98,5,8,40,48,0,4
Smuth City,89,5,36,67,16,34,3,11,0,0
Peetown,77,96,55,88,20,41,35,38,0,2
Aghampolis,0,87,42,55,24,31,35,67,0,3
Nospijpolis,77,86,9,39,12,15,21,93,0,2
Coutalberg,76,73,8,30,10,12,54,71,1,3
Upha City,8,37,43,47,13,20,49,79,1,0
Speehpolis,94,98,71,95,8,15,30,94,1,3
Stiph City,88,40,28,30,20,42,33,95,1,2
Yoawberg,62,20,7,27,4,24,53,66,0,3
Ithatown,61,54,58,90,7,9,15,35,1,1
Smaphtown,48,4,22,46,28,34,49,80,0,1
Poorak City,86,4,9,20,19,31,48,98,1,4
Semefberg,100,10,79,89,19,32,26,34,0,3
Ciepolis,12,45,81,95,12,37,48,73,1,0
Nisp City,59,16,32,63,22,39,29,37,1,3
Iphoyville,45,57,72,91,24,39,54,64,1,2
Yashifpolis,32,54,24,34,15,19,49,80,1,3
Leathtown,19,73,15,40,20,31,48,68,0,0
Boo City,11,55,43,63,20,34,45,67,1,4
Jiphaftown,60,32,73,94,10,23,52,73,1,4
Koghville,15,77,53,75,27,42,49,83,0,1
Pighville,63,83,54,75,19,39,5,80,1,0
Bastpolis,64,57,73,102,11,27,50,91,0,4
Loitville,18,70,67,91,10,33,16,30,0,2
Stieville,20,32,59,94,14,21,35,58,1,1
Biegh City,72,92,57,84,1,9,52,84,1,3
Quuspberg,64,19,27,48,23,44,26,57,1,4
Hustumtown,22,94,76,80,30,34,44,55,0,1
Siphik City,16,88,15,38,16,22,24,60,0,0
Coshuw City,39,64,28,33,30,55,51,91,0,1
Noappolis,71,32,10,44,3,24,11,16,0,1
Suqupolis,59,73,18,40,4,24,10,18,0,1
Chespville,20,11,56,77,16,26,46,56,1,1
Quooberg,90,9,26,53,20,39,7,70,1,0
Noasmberg,88,1,35,38,9,30,3,41,0,4
Shoampolis,33,96,36,47,2,22,26,84,0,2
Phaisberg,92,70,29,60,29,49,21,46,0,1
Poojtown,27,79,46,81,23,27,33,47,0,2
Teaville,1,5,78,105,2,10,30,85,0,4
Speaspolis,91,3,51,60,3,27,18,82,0,2
Ruwontown,49,25,51,69,20,38,6,17,0,3
Kiekpolis,2,40,84,102,9,18,21,91,1,2
Heapolis,83,41,7,22,5,15,20,55,0,0
Goaphberg,25,78,25,32,27,31,49,90,0,0
Smeaberg,17,36,4,23,18,40,37,97,0,4
Goor City,37,26,53,84,24,33,53,70,1,2
Fea City,19,76,72,84,22,46,54,57,0,1
Boawville,95,48,50,70,27,44,22,73,0,2
Tiequpolis,11,43,1,31,0,21,24,95,1,0
Oquijville,42,69,11,31,6,8,55,62,0,4
Stietberg,77,47,1,33,5,25,6,70,1,0
Smeapolis,85,38,57,87,0,14,28,77,0,4
Bothpolis,35,44,15,35,19,41,45,65,1,0
Aghorpolis,58,60,16,22,10,28,22,36,1,1
Feeghville,26,4,3,34,21,40,54,65,0,0
Woath City,18,95,10,42,8,23,12,16,1,0
Steelville,73,76,65,76,24,42,34,43,1,0
Hesptown,81,61,51,57,18,34,11,59,0,4
Uthojtown,48,11,30,34,7,20,34,76,1,1
Ocheh City,82,63,53,83,12,16,23,52,1,0
Huquen City,93,58,11,37,24,29,21,76,1,2
Spephpolis,61,65,52,78,14,24,10,89,0,2
Quismville,68,44,10,17,3,15,17,75,0,0
Ashoj City,68,94,31,44,15,32,31,67,0,2
Kiesm City,58,69,0,29,26,48,14,46,1,3
Achu City,69,55,10,33,28,52,4,10,0,2
Quiegberg,92,38,27,46,30,45,24,67,0,3
Iphejtown,82,16,79,95,29,46,44,79,1,0
Jusmtown,61,33,63,98,19,36,0,16,1,0
Teeftown,62,45,19,53,23,30,31,56,0,4
Quielville,100,17,82,110,14,21,21,98,1,2
Phaihtown,96,59,65,81,7,13,27,55,0,4
Beabas City,57,35,3,10,23,36,37,45,1,3
Ustimville,23,83,64,81,29,50,16,64,0,4
Thoibberg,88,46,63,66,11,26,47,94,1,4
Usmuberg,30,58,76,79,14,26,43,92,1,3
Asmaberg,73,0,21,33,8,18,52,72,0,3
Ghai City,45,80,72,101,24,38,16,47,0,0
Smech City,38,68,82,117,5,16,0,2,1,2
Smeeberg,40,5,25,48,18,33,3,86,1,0
Spaphberg,36,48,23,29,11,17,36,95,0,2
Wee City,52,31,82,89,0,21,30,44,0,4
Spestville,81,83,47,57,8,27,21,62,0,0
Liemtown,7,28,9,21,17,26,46,94,0,3
Saipolis,71,12,50,60,9,34,27,37,1,2
Soarberg,40,81,73,99,29,46,42,68,1,1
Spieberg,6,45,69,104,29,35,14,84,0,3
Souberg,29,32,2,8,11,13,32,77,0,1
Meghiw City,22,37,52,81,9,34,38,62,1,1
Fakucville,54,1,42,70,9,20,53,84,1,1
Sethurpolis,38,78,58,64,6,14,44,49,0,2
Loayorville,63,42,28,30,11,14,47,50,0,4
Spashpolis,92,94,45,64,29,32,41,51,0,1
Sephed City,10,100,58,80,4,14,30,58,0,3
Taist City,2,5,65,96,14,31,29,87,1,2
Choaw City,48,15,26,53,19,27,27,78,1,2
Itholberg,82,39,1,28,21,32,22,67,0,1
Houphpolis,91,78,85,112,11,33,46,87,0,0
Quoa City,22,90,31,33,16,20,20,98,0,1
Lochuctown,70,50,23,42,3,27,36,39,0,0
Thoagtown,70,14,17,42,22,37,10,68,1,3
Rastecpolis,24,87,66,68,9,31,20,76,1,2
Hustinpolis,29,66,74,85,6,8,48,67,0,3
Achepolis,87,24,48,51,1,26,29,50,0,2
Foo City,32,34,60,90,12,20,25,93,0,0
Beaspville,85,38,39,70,2,20,27,61,0,4
Mouberg,36,14,76,78,3,27,1,12,1,3
Ophipolis,8,91,85,100,6,16,25,60,0,3
Ephubtown,86,38,23,34,26,50,46,52,1,3
Iphotown,5,81,68,85,14,19,54,77,1,2
Stoalville,42,8,75,82,30,52,41,60,0,3
Quethberg,69,96,54,75,29,53,4,7,1,2
Staigville,24,89,30,63,16,32,0,69,0,2
Weenul City,79,20,68,74,18,30,9,27,1,2
Foujpolis,62,42,3,38,1,20,33,67,1,3
Nespville,2,17,71,76,15,28,31,85,1,1
Phothville,59,75,34,53,7,20,25,42,0,1
Chaghpolis,76,85,72,93,5,30,7,13,0,0
Yojig City,24,86,58,67,28,41,30,39,1,2
Roohberg,54,100,56,91,25,29,3,43,1,1
Uquesville,76,88,25,49,15,40,29,75,0,3
Astop City,33,89,80,95,30,41,52,62,0,3
Cirasville,16,7,34,56,30,43,51,60,0,3
Spashberg,29,26,14,32,15,34,21,24,1,3
Ophapolis,2,48,67,90,27,39,1,81,0,0
Aphohville,22,97,26,56,7,21,1,53,0,3
Uthuberg,66,82,12,37,10,32,35,73,0,4
Spoittown,99,0,5,23,22,25,42,79,0,4
Weacpolis,99,84,53,73,5,25,40,69,1,1
Spestpolis,6,49,19,49,9,12,30,34,0,2
Smaijpolis,29,96,54,89,29,50,30,78,0,3
Caspberg,74,92,19,34,6,20,50,67,1,2
Ophitown,47,12,0,21,27,40,20,80,1,0
Sachop City,28,53,26,33,11,18,19,90,0,0
Bighor City,74,41,71,75,9,16,55,79,1,4
Chochville,75,26,44,76,26,34,13,56,1,3
Daghewville,92,15,59,89,3,13,10,51,1,2
Ceesh City,27,86,67,101,29,49,1,82,0,1
Quieyville,72,2,43,70,24,43,42,49,0,0
Ighus City,9,10,54,57,9,22,13,22,0,3
Fotherpolis,46,32,21,44,12,27,48,82,0,0
Weamtown,31,70,64,89,26,32,51,100,0,0
Thieberg,3,4,28,33,22,35,10,54,1,2
Phearberg,47,31,63,67,22,39,32,97,1,0
Smaid City,42,50,4,26,25,49,16,72,1,2
Yomodpolis,58,85,55,79,18,31,29,97,1,1
Rosptown,51,0,81,87,29,53,1,17,0,4
Chushberg,19,51,77,95,25,40,37,42,0,1
Nosmuntown,98,78,34,58,12,30,0,37,1,2
Cekimville,99,55,59,92,23,48,0,64,1,0
Phestville,45,10,85,118,20,28,31,99,0,3
Ghesmville,72,52,26,60,9,23,36,100,0,3
Gouch City,5,24,74,76,2,8,29,71,1,4
Mooy City,24,54,17,24,16,26,14,96,1,3
Hunurberg,89,52,61,75,8,10,11,64,1,0
Usmetberg,62,66,20,40,10,14,51,60,1,0
Caithtown,69,43,30,58,22,24,13,72,1,2
Shoohville,68,48,30,56,26,47,26,72,1,1
Aspul City,29,27,34,58,7,17,28,53,0,0
Chooville,99,64,77,92,21,34,52,86,1,0
Phoad City,74,54,51,81,15,25,34,55,1,3
Uthiberg,37,25,39,47,7,20,30,82,1,2
Ithitown,98,84,27,48,11,14,8,98,1,4
Estepolis,75,48,7,17,21,31,1,54,1,0
Spouhberg,36,62,48,56,26,39,52,88,0,0
Achewville,78,31,59,85,20,23,41,80,0,2
Ugho City,5,95,65,75,16,37,8,82,1,1
Hai City,15,46,59,77,24,48,36,64,1,2
Smaiftown,0,67,47,59,22,36,48,89,0,3
Isputown,39,31,74,87,30,45,10,31,1,3
Nathtown,76,40,32,37,9,24,35,71,1,4
Ophed City,28,87,38,55,14,31,48,81,0,2
Teghaftown,14,57,4,7,23,26,44,100,0,3
Jathew City,24,59,28,36,27,33,41,80,1,1
Staphtown,17,89,22,57,10,19,4,37,1,3
Lieypolis,11,54,23,54,3,19,49,60,0,0
Soiwtown,48,22,76,87,23,47,14,86,0,0
Tou City,79,15,71,102,8,31,16,22,1,2
Meeshville,95,40,31,43,14,33,42,72,1,1
Woaftown,53,1,55,74,29,34,30,91,0,2
Ghieberg,55,78,23,55,24,40,37,79,0,1
Theerville,2,96,61,74,11,29,2,84,1,1
Aquopolis,48,30,5,20,23,45,21,69,0,1
Shaspberg,2,65,38,64,13,25,16,68,0,2
Dailberg,63,89,41,71,14,35,9,52,0,1
Ughaberg,18,15,42,72,21,31,38,70,0,4
Nohekberg,36,34,51,64,17,28,45,82,1,3
Wughurtown,48,77,51,86,1,18,18,32,0,3
Ruthpolis,66,44,28,57,0,19,25,73,1,2
Ceamur City,40,72,37,63,19,27,14,83,0,4
Duhidberg,18,24,43,52,6,16,36,42,0,2
Saphtown,21,26,84,117,16,33,48,66,0,0
Foquberg,5,24,22,28,14,18,44,82,1,3
Smaippolis,50,50,17,52,29,37,25,83,0,2
Toach City,52,22,26,47,7,22,39,48,1,1
Lusmtown,6,67,8,42,25,36,44,99,0,2
Ghophtown,73,44,66,68,26,47,22,73,1,2
Soiguktown,86,46,0,24,30,47,17,45,0,4
Housmville,52,47,7,34,5,10,43,60,0,4
Cochpolis,13,22,81,101,30,40,15,40,1,1
Woiripberg,1,26,64,75,23,25,22,64,0,3
Stielville,17,16,76,80,2,6,11,52,1,1
Houth City,11,0,67,96,24,39,25,95,0,1
Jiememtown,18,15,43,61,3,18,19,38,0,3
Leempolis,65,61,34,36,15,18,23,31,1,0
Joophberg,11,33,18,46,30,39,17,19,0,1
Seghidville,62,9,6,10,26,28,1,90,1,0
Geatown,19,42,54,79,13,23,29,71,1,2
Ighosville,22,55,57,76,15,22,7,58,0,1
Tost City,63,23,6,28,0,25,55,84,0,2
Ipha City,67,30,20,47,17,21,36,63,0,0
Seapolis,74,63,29,33,28,44,31,47,1,1
Hiererberg,81,74,9,28,26,35,8,72,1,2
Equultown,6,96,84,106,8,15,47,72,0,1
Choitown,24,21,46,71,22,46,19,27,1,4
Shooville,51,9,27,40,29,47,30,46,1,3
Dicheptown,1,86,36,44,18,39,47,96,1,2
Phequville,78,50,27,59,27,29,46,92,0,2
Theetpolis,62,66,41,51,10,19,47,84,1,1
Daistberg,72,41,56,77,12,30,0,19,1,0
Ughu City,32,97,46,64,4,20,36,91,1,3
Kootown,2,35,26,53,2,21,28,65,1,4
Quethville,97,60,65,72,16,29,47,91,0,1
Goayokberg,28,31,20,24,15,26,44,71,1,2
Taitown,94,23,73,100,7,28,28,64,0,1
Costpolis,29,10,14,29,29,39,10,74,1,2
Waituwville,43,95,55,88,23,40,45,55,1,0
Uchutown,71,46,85,115,22,35,2,7,0,0
Quesmberg,66,16,50,69,17,33,15,78,0,2
Festintown,29,79,4,19,10,23,11,45,0,3
Rea City,44,83,66,101,24,30,0,10,1,3
Yuchedville,91,21,76,99,1,20,14,50,0,3
Yaisttown,91,11,1,32,15,24,43,92,0,4
Yeefodville,53,94,62,77,10,27,28,95,0,0
Smoob City,75,24,22,30,19,44,48,95,1,2
Coash City,33,14,82,88,19,22,19,54,1,3
Thieville,91,95,15,32,29,49,32,53,0,0
Jeekberg,7,12,57,63,9,21,38,94,0,2
Toasppolis,95,37,27,35,1,12,3,64,0,3
Smisptown,38,49,77,108,4,16,23,98,0,2
Mekabtown,65,78,35,40,4,15,50,65,0,2
Yoithville,95,58,17,23,5,27,22,40,1,4
Houferberg,53,26,23,34,4,6,46,76,1,2
Cashafville,13,31,16,45,2,12,26,66,0,3
Heaghville,15,0,48,53,27,33,39,85,1,0
Oghupolis,70,99,36,70,24,48,38,54,0,1
Tietown,87,40,44,70,4,7,22,89,0,1
Hosttown,30,33,37,50,6,30,5,88,1,0
Joowoytown,63,94,35,43,18,35,23,79,1,3
Feephtown,9,69,67,95,7,9,54,86,1,2
Cuphtown,57,77,30,44,20,22,5,25,1,0
Wiepolis,29,24,20,44,9,18,35,74,1,4
Astedpolis,61,25,82,92,2,25,14,88,0,0
Foism City,100,39,13,27,9,17,36,98,0,2
Reapolis,52,86,22,48,21,25,17,72,1,2
Aspugville,70,70,9,18,19,34,24,53,0,0
Noachpolis,61,55,72,88,10,16,50,85,1,0
Steas City,52,43,67,83,1,5,28,47,1,4
Raduntown,13,26,0,24,1,14,12,73,0,0
Neesihville,83,52,46,66,22,31,7,45,0,2
Masttown,6,72,17,40,14,30,45,96,1,2
Mousut City,56,59,65,100,16,34,54,62,1,1
Ceaf City,93,25,75,93,7,14,37,78,0,1
Seesejpolis,94,20,61,63,13,19,38,91,0,0
Baiptown,6,38,72,74,19,22,8,23,1,1
Ghainberg,3,85,44,51,30,39,41,83,1,3
Queeville,29,4,58,72,10,23,33,39,1,1
Weshefpolis,93,53,53,82,25,48,54,56,1,3
Aphitown,96,24,80,87,26,43,16,45,1,2
Smoopolis,36,36,33,51,10,25,34,89,1,4
Stiedpolis,28,21,59,81,28,46,7,73,0,2
Feedab City,90,60,16,40,1,7,42,89,0,1
Equub City,22,11,75,90,1,25,39,74,0,2
Quoopolis,25,7,63,95,20,41,8,72,0,3
Leaf City,86,72,59,62,9,19,49,95,1,3
Riquew City,10,45,39,55,19,38,52,80,0,2
Muboyville,26,84,34,51,23,29,9,46,0,0
Nuquawville,77,56,59,73,15,36,9,84,0,1
